year,modelId,mileageUnformatted,priceUnformatted,cylinder_engine,size_engine,horsepower_engine,torque_engine,highway_mpg,city_mpg,make,condition,bodyStyle,configuration_engine,type_engine,name_transmission,drivenWheels,market_categories
2019,908.0,60045.0,27499,6.0,4.0,270.0,278.0,21.0,17.0,37,2,7,0,4,3,3,59
2018,1881.0,53864.0,28998,4.0,2.0,252.0,273.0,25.0,20.0,31,2,7,3,4,7,0,31
2019,2173.0,48738.0,27689,6.0,3.6,276.0,266.0,23.0,17.0,38,2,7,0,4,9,0,2
2015,1889.0,74129.0,16999,6.0,3.5,268.0,248.0,31.0,21.0,21,2,6,0,4,5,2,55
2016,1316.0,53125.0,28995,8.0,4.4,445.0,480.0,25.0,17.0,3,2,6,0,4,9,3,45
2016,1399.0,52295.0,33995,6.0,3.0,380.0,339.0,27.0,19.0,17,2,1,0,4,9,3,45
2016,1325.0,103103.0,11399,4.0,2.0,240.0,255.0,34.0,22.0,3,2,6,3,4,9,3,55
2018,1268.0,37405.0,21999,6.0,3.6,305.0,260.0,25.0,17.0,7,2,7,0,4,10,0,0
2022,938.0,25209.0,45499,4.0,2.3,300.0,325.0,,,11,2,7,3,4,13,1,59
2021,1145.0,37999.0,44799,8.0,5.3,355.0,383.0,21.0,16.0,12,2,8,0,4,0,1,3
2019,1365.0,36316.0,33795,6.0,3.0,349.0,369.0,24.0,19.0,2,2,7,0,4,9,0,36
2017,1018.0,64837.0,23799,4.0,2.0,241.0,273.0,31.0,23.0,26,2,0,3,4,10,3,30
2018,2212.0,20164.0,22999,4.0,2.0,280.0,306.0,28.0,22.0,1,2,2,3,4,9,0,31
2020,2060.0,19838.0,26995,6.0,3.5,290.0,267.0,30.0,20.0,0,2,6,0,4,10,2,55
2020,961.0,49776.0,33699,6.0,3.0,400.0,415.0,24.0,18.0,11,2,7,0,4,0,0,2
2021,2127.0,62462.0,23495,4.0,2.0,237.0,258.0,29.0,22.0,6,2,7,3,4,10,2,31
2021,1252.0,64501.0,15499,4.0,1.5,170.0,203.0,31.0,26.0,7,2,7,3,4,5,2,0
2020,1182.0,28867.0,24599,4.0,2.0,188.0,129.0,39.0,42.0,22,2,6,3,5,11,2,52
2021,1516.0,44621.0,13999,4.0,1.6,122.0,114.0,40.0,32.0,28,2,6,3,4,11,2,59
2015,2086.0,91535.0,16499,4.0,2.0,235.0,258.0,28.0,21.0,21,2,2,3,4,5,0,31
2014,1364.0,94518.0,15999,6.0,3.0,333.0,325.0,28.0,18.0,2,2,6,0,4,7,0,37
2019,2133.0,12909.0,43599,6.0,3.0,345.0,369.0,21.0,15.0,24,2,7,0,4,9,0,33
2016,1539.0,87946.0,31497,8.0,6.2,420.0,460.0,21.0,15.0,6,2,7,0,4,9,1,55
2023,1511.0,13955.0,20899,4.0,2.5,188.0,180.0,37.0,27.0,28,2,6,3,4,11,2,59
2022,1511.0,40594.0,15399,4.0,2.5,188.0,180.0,37.0,27.0,28,2,6,3,4,11,2,59
2015,1033.0,99790.0,20999,8.0,4.7,429.0,516.0,18.0,13.0,26,2,7,0,4,7,0,32
2016,1440.0,74059.0,25995,8.0,6.4,485.0,475.0,23.0,14.0,9,2,1,0,4,6,3,6
2020,1279.0,93733.0,25599,4.0,2.7,310.0,348.0,22.0,19.0,7,2,8,3,4,9,1,3
2016,1320.0,84676.0,14399,4.0,2.0,240.0,255.0,34.0,23.0,3,2,6,3,4,9,3,30
2022,1131.0,52742.0,21099,4.0,1.5,170.0,203.0,30.0,25.0,12,2,7,3,4,10,2,0
2023,1737.0,15204.0,16450,4.0,2.0,147.0,132.0,33.0,28.0,19,2,2,3,4,11,2,59
2021,883.0,68219.0,18499,4.0,2.5,203.0,184.0,39.0,28.0,37,2,6,3,4,9,2,59
2018,1018.0,59178.0,20788,4.0,2.0,241.0,273.0,33.0,24.0,26,2,6,3,4,10,3,30
2020,1667.0,18768.0,16949,4.0,1.4,147.0,184.0,40.0,30.0,38,2,6,3,4,9,2,59
2019,1204.0,69317.0,27699,6.0,4.3,276.0,298.0,,,7,2,5,0,4,9,3,14
2021,1279.0,48333.0,41599,8.0,5.3,355.0,383.0,21.0,16.0,7,2,8,0,4,0,1,59
2020,862.0,31450.0,17999,4.0,2.0,158.0,138.0,38.0,30.0,14,2,6,3,4,11,2,59
2021,2212.0,20136.0,23999,4.0,2.0,280.0,306.0,29.0,22.0,1,2,2,3,4,9,3,32
2021,2212.0,32835.0,23499,4.0,2.0,280.0,306.0,29.0,22.0,1,2,2,3,4,9,3,32
2022,2217.0,21914.0,33799,0.0,,,,,,36,2,6,4,1,1,3,55
2021,880.0,64763.0,21726,4.0,2.5,203.0,184.0,35.0,28.0,37,2,7,3,4,9,2,0
2021,1322.0,54376.0,36199,6.0,3.0,335.0,331.0,26.0,21.0,3,2,7,3,6,9,3,32
2021,876.0,6001.0,31199,4.0,2.5,219.0,,37.0,40.0,37,2,2,3,5,11,0,24
2016,1336.0,65136.0,27267,6.0,3.0,320.0,330.0,29.0,21.0,3,2,6,3,4,9,3,55
2021,1238.0,24190.0,22499,4.0,2.5,200.0,191.0,25.0,19.0,7,2,8,3,4,5,3,59
2016,1418.0,110900.0,9449,6.0,3.6,283.0,260.0,25.0,17.0,9,2,4,0,3,5,2,11
2019,2200.0,95901.0,22999,6.0,3.3,365.0,376.0,25.0,17.0,19,2,6,0,4,9,4,20
2018,963.0,67162.0,11599,3.0,1.0,123.0,123.0,40.0,30.0,11,2,6,3,4,6,2,59
2022,1511.0,2147.0,19499,4.0,2.5,188.0,180.0,37.0,27.0,28,2,6,3,4,11,2,59
2012,867.0,90354.0,13979,4.0,2.4,185.0,163.0,31.0,23.0,14,2,7,3,4,3,2,0
2019,1512.0,62506.0,12162,4.0,1.8,,,,,28,2,6,3,4,13,2,59
2020,856.0,45660.0,21999,4.0,1.5,192.0,192.0,35.0,29.0,14,2,6,3,4,11,2,57
2010,883.0,179789.0,6565,4.0,2.5,,,,22.0,37,2,6,3,4,13,2,59
2012,1386.0,63485.0,12299,4.0,2.0,211.0,258.0,33.0,25.0,2,2,6,3,4,11,2,30
2013,862.0,104309.0,10699,4.0,1.8,140.0,128.0,39.0,28.0,14,2,6,3,4,3,2,59
2015,1430.0,65704.0,10549,4.0,2.0,160.0,148.0,36.0,25.0,9,2,6,3,4,6,2,59
2020,883.0,90382.0,18999,4.0,2.5,203.0,184.0,39.0,28.0,37,2,6,3,4,9,2,59
2021,909.0,32609.0,19199,4.0,2.0,169.0,151.0,,31.0,37,2,6,3,4,11,2,59
2015,1325.0,73981.0,12085,4.0,2.0,180.0,200.0,36.0,24.0,3,2,6,3,4,9,3,30
2021,2180.0,16094.0,23999,4.0,2.0,280.0,306.0,33.0,24.0,1,2,6,3,4,9,3,55
2022,856.0,1458.0,27399,4.0,2.0,252.0,273.0,32.0,22.0,14,2,6,3,4,0,2,57
2019,1711.0,64554.0,31495,6.0,3.6,305.0,269.0,24.0,19.0,32,2,8,0,6,9,1,59
2017,856.0,62047.0,19499,6.0,3.5,278.0,252.0,33.0,21.0,14,2,6,0,4,5,2,59
2016,898.0,60262.0,19699,4.0,2.5,200.0,,,,37,2,6,3,5,11,2,23
2018,1412.0,21616.0,17744,4.0,2.4,180.0,175.0,31.0,22.0,18,2,7,3,4,5,2,0
2019,2258.0,74747.0,23999,6.0,3.6,305.0,269.0,25.0,17.0,32,2,8,0,4,9,3,59
2017,969.0,74449.0,19699,4.0,2.3,310.0,320.0,27.0,21.0,11,2,0,3,4,6,3,57
2020,862.0,37250.0,19599,4.0,1.5,174.0,162.0,42.0,32.0,14,2,6,3,4,11,2,57
2022,862.0,19952.0,20643,4.0,2.0,158.0,138.0,40.0,31.0,14,2,6,3,4,11,2,59
2016,1525.0,83024.0,64999,8.0,6.2,640.0,630.0,21.0,14.0,6,2,6,0,4,9,3,37
2018,1472.0,50369.0,18999,6.0,3.6,292.0,260.0,30.0,19.0,9,2,6,0,4,9,3,57
2014,1269.0,67189.0,10199,6.0,3.6,300.0,262.0,30.0,18.0,7,2,6,0,3,5,2,11
2022,2102.0,11847.0,23999,0.0,,,,,,37,2,6,4,2,11,3,59
2015,1236.0,44237.0,14949,6.0,3.6,323.0,278.0,30.0,19.0,7,2,1,0,4,5,3,59
2018,975.0,38580.0,13199,4.0,2.5,168.0,170.0,29.0,21.0,11,2,7,3,4,5,2,0
2016,2031.0,41982.0,21308,4.0,2.0,268.0,258.0,27.0,20.0,35,2,6,2,4,6,0,57
2019,1516.0,40040.0,12199,4.0,1.6,109.0,107.0,,,28,2,6,3,4,13,2,59
2019,867.0,39613.0,20999,4.0,1.5,190.0,179.0,34.0,28.0,14,2,7,3,4,11,2,0
2021,880.0,62576.0,22899,4.0,2.5,203.0,184.0,33.0,27.0,37,2,7,3,4,9,0,0
2020,909.0,61088.0,16549,4.0,1.8,139.0,126.0,38.0,30.0,37,2,6,3,4,11,2,59
2016,961.0,76837.0,19399,6.0,3.5,290.0,255.0,24.0,17.0,11,2,7,0,3,5,2,12
2015,1939.0,20451.0,14999,4.0,2.4,180.0,171.0,32.0,21.0,5,2,6,3,4,5,2,59
2021,1252.0,24771.0,18199,4.0,1.5,170.0,203.0,30.0,25.0,7,2,7,3,4,5,0,0
2020,862.0,63461.0,22699,4.0,1.5,205.0,192.0,36.0,26.0,14,2,6,3,4,6,2,9
2020,2212.0,13703.0,25899,4.0,2.0,280.0,306.0,29.0,22.0,1,2,2,3,4,9,3,32
2021,1058.0,17119.0,20052,4.0,1.6,201.0,195.0,,,15,2,6,3,4,13,2,57
2017,1133.0,51804.0,19899,6.0,3.6,281.0,266.0,22.0,15.0,12,2,7,0,4,5,2,0
2017,1723.0,30285.0,12099,4.0,2.0,147.0,132.0,,,19,2,6,3,4,13,2,59
2022,1736.0,42722.0,22199,4.0,2.5,191.0,181.0,29.0,24.0,19,2,7,3,4,9,2,0
2018,1511.0,59780.0,16999,4.0,2.5,179.0,177.0,,,28,2,6,3,4,11,2,59
2016,909.0,76856.0,14799,4.0,1.8,132.0,128.0,,,37,2,6,3,4,13,2,59
2020,2162.0,91807.0,15999,4.0,1.6,139.0,,59.0,57.0,15,2,3,3,5,5,2,28
2018,1373.0,55581.0,20999,4.0,2.0,252.0,273.0,34.0,24.0,2,2,6,3,4,7,0,55
2016,1617.0,76098.0,15949,6.0,3.0,300.0,295.0,,19.0,16,2,6,0,4,7,3,55
2013,1939.0,85631.0,10999,4.0,2.4,180.0,171.0,32.0,21.0,5,2,6,3,3,5,2,11
2020,1723.0,30419.0,15607,4.0,2.0,147.0,132.0,,,19,2,6,3,4,13,2,59
2013,856.0,31641.0,17199,4.0,2.4,189.0,182.0,35.0,26.0,14,2,6,3,4,11,2,59
2016,1236.0,49050.0,21432,4.0,2.0,275.0,295.0,30.0,21.0,7,2,1,3,4,6,3,57
2017,1711.0,72540.0,31099,8.0,5.7,395.0,410.0,22.0,15.0,32,2,8,0,4,9,3,59
2022,2200.0,36813.0,29499,4.0,2.5,300.0,311.0,,,19,2,6,3,4,9,4,57
2018,1327.0,31853.0,18449,4.0,2.0,228.0,258.0,31.0,22.0,3,2,7,3,4,9,0,31
2023,1511.0,10915.0,22599,4.0,2.5,188.0,180.0,37.0,27.0,28,2,6,3,4,11,2,59
2022,1058.0,43201.0,17494,4.0,2.0,147.0,132.0,41.0,31.0,15,2,6,3,4,11,2,59
2020,2180.0,12107.0,20999,4.0,2.0,280.0,306.0,33.0,24.0,1,2,6,3,4,9,3,55
2022,909.0,32999.0,20348,4.0,2.0,169.0,151.0,,31.0,37,2,6,3,4,11,2,59
2019,1440.0,50770.0,27299,8.0,5.7,375.0,410.0,23.0,15.0,9,2,1,0,4,6,3,20
2020,1440.0,73128.0,17599,6.0,3.6,305.0,268.0,30.0,19.0,9,2,1,0,4,9,3,57
2021,1252.0,21179.0,18199,4.0,1.5,170.0,203.0,30.0,25.0,7,2,7,3,4,5,0,0
2019,1774.0,26145.0,35449,4.0,2.0,316.0,295.0,26.0,19.0,39,2,7,3,4,9,0,31
2020,2061.0,23047.0,18517,4.0,2.4,180.0,175.0,30.0,22.0,18,2,7,3,4,10,2,0
2012,1440.0,62218.0,23628,8.0,6.4,470.0,470.0,23.0,14.0,9,2,1,0,4,6,3,6
2017,1736.0,55782.0,15199,4.0,2.4,185.0,178.0,28.0,21.0,19,2,7,3,4,5,2,0
2024,999.0,,105995,,,,,,,11,1,8,4,8,13,4,59
2024,1279.0,,66880,4.0,2.7,310.0,430.0,20.0,15.0,7,1,8,3,4,9,1,3
2024,1064.0,5.0,36085,4.0,2.5,187.0,178.0,32.0,25.0,15,1,7,3,4,9,2,0
2024,2409.0,5.0,38520,4.0,1.6,226.0,258.0,36.0,37.0,15,1,7,3,5,5,0,24
2024,2536.0,25.0,51800,0.0,,,,,,15,1,6,4,1,1,3,59
2020,1236.0,46642.0,24999,4.0,2.0,275.0,295.0,30.0,20.0,7,0,0,3,4,6,3,57
2019,1715.0,70597.0,54999,8.0,6.4,410.0,429.0,,,32,2,8,0,4,9,1,3
2023,1056.0,6.0,40422,4.0,2.5,281.0,311.0,28.0,22.0,15,1,7,3,4,9,2,0
2024,909.0,5.0,23878,4.0,2.0,169.0,151.0,41.0,32.0,37,1,6,3,4,11,2,59
2024,2292.0,5.0,29397,4.0,1.8,138.0,105.0,,,37,1,6,3,5,11,2,23
2024,973.0,3.0,64470,,,,,,,11,1,8,4,8,13,4,59
2023,980.0,594.0,39834,4.0,2.3,270.0,310.0,24.0,20.0,11,1,8,3,4,0,1,59
2024,1270.0,2.0,85770,8.0,6.2,490.0,465.0,25.0,16.0,7,1,1,0,4,9,3,20
2020,1254.0,96792.0,39550,8.0,6.6,401.0,464.0,,,7,2,8,0,4,5,1,59
2024,865.0,1.0,46672,6.0,3.5,285.0,262.0,25.0,19.0,14,1,7,0,4,0,0,2
2023,860.0,1.0,43610,6.0,3.5,280.0,262.0,24.0,18.0,14,1,8,0,4,10,0,0
2024,2352.0,1.0,39175,4.0,2.0,204.0,,34.0,40.0,14,1,7,3,5,12,0,24
2024,872.0,8.0,40090,4.0,2.0,204.0,,41.0,46.0,14,1,6,3,5,12,2,23
2024,2092.0,1.0,28178,4.0,2.0,158.0,138.0,30.0,25.0,14,1,2,3,4,11,0,0
2024,867.0,8.0,35463,4.0,1.5,190.0,179.0,32.0,27.0,14,1,7,3,4,11,0,0
2023,2441.0,28.0,50708,0.0,,,,,,11,1,8,4,1,1,1,59
2023,2441.0,3.0,50708,0.0,,,,,,11,1,8,4,1,1,1,59
2023,2441.0,3.0,49671,0.0,,,,,,11,1,8,4,1,1,1,59
2023,1279.0,2.0,53274,4.0,2.7,310.0,430.0,21.0,18.0,7,1,8,3,4,9,1,3
2023,2371.0,877.0,32585,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2022,2436.0,31409.0,38729,4.0,2.7,310.0,348.0,20.0,17.0,7,2,8,3,4,9,1,3
2024,1252.0,2.0,28930,4.0,1.5,175.0,203.0,31.0,26.0,7,1,7,3,4,5,2,0
2024,1210.0,2.0,33860,4.0,2.0,228.0,258.0,29.0,22.0,7,1,7,3,4,10,2,0
2023,911.0,,41986,4.0,2.5,245.0,,36.0,36.0,37,0,4,3,5,11,2,23
2024,1279.0,2.0,40805,,,,,,,7,1,8,4,8,13,4,59
2024,886.0,5.0,50902,4.0,2.4,265.0,310.0,28.0,21.0,37,1,7,3,4,9,0,0
2024,894.0,5.0,62106,6.0,3.5,389.0,479.0,23.0,18.0,37,1,8,0,4,0,3,59
2023,2441.0,3960.0,72191,0.0,,,,,,11,1,8,4,1,1,1,59
2020,999.0,60312.0,50906,8.0,,,,,,11,2,8,0,8,13,1,59
2024,1276.0,2.0,73580,,,,,,,7,1,7,4,8,13,4,59
2024,1276.0,2.0,73580,,,,,,,7,1,7,4,8,13,4,59
2024,1279.0,2.0,49680,,,,,,,7,1,8,4,8,13,4,59
2024,2292.0,5.0,25278,4.0,1.8,138.0,105.0,,,37,1,6,3,5,11,2,23
2024,2119.0,5.0,41867,4.0,2.5,219.0,,38.0,41.0,37,1,7,3,5,11,0,24
2019,880.0,61238.0,26960,4.0,2.5,203.0,184.0,35.0,26.0,37,0,7,3,4,9,2,0
2020,1123.0,72572.0,52901,8.0,6.6,401.0,464.0,,,12,2,8,0,4,5,1,3
2024,1064.0,220.0,30395,4.0,2.5,187.0,178.0,32.0,25.0,15,1,7,3,4,9,2,0
2023,2438.0,6.0,31010,4.0,1.6,139.0,195.0,52.0,49.0,15,1,6,3,5,5,2,23
2021,1056.0,31647.0,23999,4.0,2.5,191.0,181.0,28.0,25.0,15,2,7,3,4,9,2,0
2018,969.0,63939.0,19543,4.0,2.3,310.0,350.0,28.0,20.0,11,2,0,3,4,6,3,57
2024,1279.0,2.0,43125,,,,,,,7,1,8,4,8,13,4,59
2021,1412.0,64859.0,19755,4.0,2.4,180.0,175.0,30.0,22.0,18,2,7,3,4,10,1,0
2021,1729.0,65739.0,18997,4.0,2.4,181.0,175.0,26.0,22.0,19,2,7,3,4,5,0,0
2012,1490.0,129285.0,13310,6.0,4.0,261.0,281.0,20.0,,28,2,7,0,4,13,1,59
2024,1512.0,4.0,23376,4.0,2.0,149.0,146.0,39.0,29.0,28,1,6,3,4,11,2,59
2024,1254.0,2.0,88390,8.0,6.6,401.0,464.0,,,7,1,8,0,4,0,1,3
2020,961.0,43492.0,26500,4.0,2.3,300.0,310.0,28.0,21.0,11,2,7,3,4,0,3,0
2024,999.0,3.0,92510,,,,,,,11,1,8,4,8,13,4,59
2020,1711.0,36587.0,31189,6.0,3.6,305.0,269.0,24.0,19.0,32,2,8,0,6,9,1,3
2019,1711.0,104538.0,30499,6.0,3.6,305.0,269.0,24.0,19.0,32,2,8,0,6,9,1,57
2021,957.0,76488.0,23199,6.0,,,,,20.0,11,2,8,0,8,0,3,27
2019,1276.0,35954.0,30999,8.0,5.3,355.0,383.0,22.0,15.0,7,2,7,0,3,5,3,18
2022,1297.0,38981.0,24995,6.0,3.6,287.0,262.0,28.0,19.0,8,2,4,0,4,10,2,57
2012,1406.0,98870.0,16999,6.0,3.6,285.0,260.0,21.0,17.0,18,2,7,0,4,6,1,59
2014,1322.0,90615.0,17495,8.0,4.4,445.0,479.0,22.0,14.0,3,2,7,0,4,9,0,32
2018,1083.0,69063.0,21999,4.0,2.0,205.0,156.0,29.0,21.0,35,2,1,2,4,6,3,57
2021,1198.0,33422.0,10799,4.0,1.4,98.0,94.0,38.0,30.0,7,2,3,3,4,11,2,19
2018,1019.0,74550.0,35199,6.0,3.0,362.0,369.0,28.0,19.0,26,2,6,0,4,10,3,55
2017,1357.0,65380.0,14999,4.0,2.0,186.0,221.0,35.0,26.0,2,2,6,3,4,7,2,30
2015,1924.0,29595.0,13499,4.0,1.4,138.0,148.0,30.0,23.0,5,2,7,3,4,5,0,0
2021,2082.0,61172.0,24498,4.0,2.0,221.0,258.0,34.0,25.0,26,2,7,3,4,9,2,31
2017,1327.0,74888.0,15499,4.0,2.0,228.0,258.0,31.0,22.0,3,2,7,3,4,9,0,31
2020,1020.0,52054.0,23997,4.0,2.0,221.0,258.0,35.0,25.0,26,2,6,3,4,7,2,30
2022,1889.0,17384.0,30799,6.0,3.5,302.0,267.0,32.0,22.0,21,2,6,0,4,9,2,55
2022,909.0,30101.0,17699,4.0,1.8,139.0,126.0,38.0,30.0,37,2,6,3,4,11,2,59
2018,1886.0,63343.0,28449,8.0,4.6,301.0,329.0,18.0,15.0,21,2,7,0,4,5,1,30
2019,1064.0,66954.0,12998,4.0,2.0,164.0,151.0,30.0,23.0,15,2,7,3,4,5,2,0
2020,975.0,63855.0,15595,4.0,2.0,250.0,275.0,31.0,23.0,11,2,7,3,4,9,0,0
2021,2258.0,60759.0,27489,6.0,3.6,305.0,269.0,23.0,16.0,32,2,8,0,4,9,1,59
2022,1133.0,38717.0,24499,4.0,2.0,228.0,258.0,29.0,22.0,12,2,7,3,4,10,2,0
2018,906.0,57619.0,20398,4.0,2.7,159.0,180.0,23.0,20.0,37,2,8,3,4,5,3,59
2019,2251.0,26136.0,30999,,,,,,,17,2,7,4,8,13,4,59
2022,1248.0,15100.0,18299,4.0,1.5,160.0,184.0,36.0,29.0,7,2,6,3,4,11,2,59
2020,1238.0,91715.0,16995,4.0,2.5,200.0,191.0,24.0,19.0,7,2,8,3,4,5,1,59
2019,1122.0,55462.0,36699,8.0,5.3,355.0,383.0,22.0,15.0,12,2,7,0,4,5,3,57
2019,1131.0,41937.0,17495,4.0,1.5,170.0,203.0,30.0,26.0,12,2,7,3,4,10,2,0
2021,1645.0,61733.0,16499,4.0,2.0,174.0,206.0,36.0,24.0,38,2,6,3,4,5,2,59
2019,1018.0,67073.0,20997,4.0,2.0,255.0,273.0,34.0,23.0,26,2,6,3,4,10,3,30
2019,2263.0,92313.0,20399,4.0,2.0,169.0,151.0,37.0,29.0,21,2,2,3,4,11,2,31
2020,2273.0,21639.0,23299,4.0,2.0,250.0,260.0,29.0,22.0,15,2,1,3,4,6,2,10
2014,1020.0,,15949,4.0,2.0,208.0,258.0,38.0,26.0,26,2,6,3,4,7,2,30
2022,1030.0,31159.0,37499,4.0,2.0,255.0,273.0,31.0,23.0,26,2,6,3,4,10,3,30
2018,909.0,27519.0,16999,4.0,1.8,132.0,128.0,,,37,2,6,3,4,13,2,59
2017,2158.0,32310.0,17399,4.0,1.8,137.0,126.0,,,37,2,3,3,4,13,2,19
2016,1018.0,74757.0,19295,4.0,2.0,241.0,273.0,34.0,25.0,26,2,6,3,4,7,3,30
2021,883.0,85325.0,17399,4.0,2.5,203.0,184.0,39.0,28.0,37,2,6,3,4,9,2,59
2020,862.0,34076.0,19199,4.0,2.0,158.0,138.0,37.0,29.0,14,2,6,3,4,11,2,59
2018,959.0,116477.0,12499,4.0,2.0,188.0,129.0,41.0,43.0,11,2,6,3,5,11,2,23
2021,2357.0,35013.0,36599,0.0,,,,,,36,2,2,4,1,1,0,46
2018,862.0,75329.0,19499,4.0,1.5,205.0,192.0,38.0,28.0,14,2,1,3,4,6,2,9
2010,867.0,70830.0,13013,4.0,2.4,180.0,161.0,27.0,21.0,14,2,7,3,4,3,0,0
2019,1236.0,64496.0,35799,8.0,6.2,455.0,455.0,24.0,16.0,7,2,1,0,4,6,3,20
2019,1512.0,46625.0,12649,4.0,1.8,,,,,28,2,6,3,4,13,2,59
2018,1056.0,68478.0,16499,6.0,3.3,290.0,252.0,25.0,18.0,15,2,7,0,4,5,2,0
2018,1327.0,59981.0,18999,4.0,2.0,228.0,258.0,31.0,22.0,3,2,7,3,4,9,0,31
2021,1723.0,18363.0,16999,4.0,2.0,147.0,132.0,40.0,29.0,19,2,6,3,4,11,2,59
2021,2369.0,37010.0,22030,4.0,1.6,180.0,195.0,,,19,2,6,3,4,9,4,59
2019,885.0,68099.0,18499,4.0,1.8,121.0,,,,37,2,3,3,5,11,2,28
2020,1512.0,58810.0,15799,4.0,2.0,149.0,146.0,39.0,29.0,28,2,6,3,4,11,2,59
2014,1373.0,46698.0,15989,4.0,2.0,220.0,258.0,32.0,24.0,2,2,6,3,4,11,2,30
2021,1893.0,32089.0,29999,4.0,2.0,241.0,258.0,31.0,21.0,21,2,6,3,4,9,3,30
2010,909.0,63283.0,9799,4.0,1.8,132.0,128.0,,26.0,37,2,6,3,4,13,2,59
2022,1723.0,44635.0,15034,4.0,2.0,147.0,132.0,,,19,2,6,3,4,11,2,59
2018,856.0,35952.0,21499,4.0,1.5,192.0,192.0,38.0,30.0,14,2,6,3,4,11,2,57
2002,1290.0,64358.0,5299,4.0,2.4,150.0,162.0,27.0,19.0,8,2,9,3,4,4,2,59
2021,883.0,24355.0,21499,4.0,2.5,203.0,184.0,39.0,28.0,37,2,6,3,4,9,2,59
2014,1066.0,60139.0,9499,4.0,2.4,190.0,179.0,35.0,24.0,15,2,6,3,4,5,2,59
2020,2090.0,11535.0,25949,4.0,2.0,246.0,269.0,24.0,19.0,20,2,7,3,4,10,0,31
2022,1238.0,44251.0,28139,,,,,25.0,,7,2,8,4,4,13,3,59
2018,906.0,49167.0,32899,6.0,3.5,278.0,265.0,,,37,2,8,0,4,13,1,59
2021,1252.0,18654.0,18499,4.0,1.5,170.0,203.0,30.0,25.0,7,2,7,3,4,5,0,0
2020,1252.0,30713.0,16899,4.0,1.5,170.0,203.0,31.0,26.0,7,2,7,3,4,5,2,0
2020,2042.0,63953.0,13299,4.0,1.4,138.0,148.0,31.0,26.0,7,2,2,3,4,5,2,0
2021,1066.0,61297.0,19638,4.0,1.6,180.0,195.0,37.0,27.0,15,2,6,3,4,9,2,59
2020,1723.0,28417.0,16395,4.0,2.0,147.0,132.0,,,19,2,6,3,4,13,2,59
2019,1720.0,33911.0,15999,4.0,2.4,185.0,178.0,33.0,24.0,19,2,6,3,4,5,2,59
2021,1882.0,9353.0,164799,8.0,4.0,620.0,604.0,21.0,15.0,31,2,6,0,4,9,0,45
2018,862.0,24062.0,18899,4.0,2.0,158.0,138.0,40.0,31.0,14,2,6,3,4,11,2,59
2018,1236.0,49131.0,16999,4.0,2.0,275.0,295.0,31.0,22.0,7,2,1,3,4,9,3,57
2023,2371.0,588.0,28886,3.0,1.5,181.0,190.0,28.0,25.0,11,1,7,3,4,9,0,0
2024,872.0,15.0,36075,4.0,2.0,204.0,,41.0,46.0,14,1,6,3,5,12,2,23
2024,1279.0,3.0,53794,4.0,2.7,310.0,430.0,22.0,16.0,7,1,8,3,4,9,3,3
2024,1180.0,5.0,102293,6.0,3.5,440.0,510.0,22.0,16.0,22,1,7,0,4,0,1,55
2023,961.0,5.0,38545,4.0,2.3,300.0,310.0,28.0,21.0,11,1,7,3,4,0,3,0
2024,1657.0,6.0,32266,4.0,2.0,184.0,221.0,30.0,23.0,38,1,7,3,4,9,2,0
2024,2350.0,6.0,50221,4.0,2.0,269.0,273.0,26.0,19.0,38,1,7,3,4,9,0,2
2023,2404.0,6.0,36565,0.0,,,,,,38,1,7,4,1,1,3,0
2024,862.0,7.0,26645,4.0,2.0,158.0,138.0,37.0,30.0,14,1,6,3,4,11,2,59
2019,889.0,52351.0,29500,6.0,3.5,306.0,,27.0,29.0,37,2,7,0,5,11,0,24
2024,2119.0,9.0,41914,4.0,2.5,219.0,,38.0,41.0,37,1,7,3,5,11,0,24
2024,2253.0,4.0,28964,4.0,2.0,169.0,151.0,38.0,30.0,37,1,3,3,4,11,2,19
2020,883.0,72937.0,22799,4.0,2.5,206.0,186.0,38.0,27.0,37,2,6,3,4,9,2,59
2022,1297.0,52423.0,25595,6.0,3.6,287.0,262.0,28.0,19.0,8,2,4,0,4,10,2,57
2024,2409.0,10.0,36316,4.0,1.6,226.0,258.0,36.0,37.0,15,1,7,3,5,5,0,24
2021,1039.0,42506.0,61631,6.0,3.0,395.0,406.0,23.0,18.0,20,2,7,3,6,9,1,32
2020,1047.0,28958.0,36982,6.0,3.0,340.0,332.0,21.0,16.0,20,2,7,0,4,9,1,32
2019,862.0,53152.0,21800,4.0,2.0,158.0,138.0,37.0,29.0,14,0,6,3,4,11,2,59
2020,1882.0,58143.0,67500,6.0,2.9,440.0,405.0,26.0,18.0,31,2,6,0,4,9,0,45
2018,862.0,55326.0,24100,4.0,1.5,205.0,192.0,38.0,28.0,14,2,6,3,4,6,2,9
2023,944.0,31.0,72270,6.0,3.5,380.0,470.0,21.0,16.0,11,1,7,0,4,0,1,59
2023,957.0,5.0,60555,,,,,,,11,1,8,0,3,0,1,59
2024,1511.0,7.0,33857,4.0,2.5,182.0,178.0,36.0,26.0,28,1,6,3,4,11,0,59
2023,1487.0,6.0,30066,3.0,1.5,201.0,225.0,37.0,30.0,28,1,2,3,4,11,2,0
