year,make,condition,modelId,bodyStyle,mileageUnformatted,priceUnformatted,cylinder_engine,size_engine,configuration_engine,horsepower_engine,torque_engine,type_engine,name_transmission,drivenWheels,market_categories,highway_mpg,city_mpg,segment
2024,Chevrolet,new,1254.0,truck,,82985,8.0,6.6,V,401.0,464.0,gas,10A,AWD,Diesel,,,7
2024,Chevrolet,new,1240.0,suv,1.0,76505,,,,,,,,,,,,7
2024,Chevrolet,new,1276.0,suv,,73730,8.0,5.3,V,355.0,383.0,gas,10A,AWD,,20.0,15.0,6
2024,Chevrolet,new,1254.0,truck,1.0,66485,8.0,6.6,V,401.0,464.0,gas,10A,AWD,Diesel,,,6
2024,Chevrolet,new,1252.0,suv,,26930,4.0,1.5,inline,175.0,203.0,gas,6A,FWD,Crossover,31.0,26.0,3
2024,Lincoln,new,1190.0,suv,,105455,6.0,3.5,V,440.0,510.0,gas,10A,AWD,"Luxury,Performance",22.0,16.0,
2024,Ford,new,969.0,coupe,6.0,54202,8.0,5.0,V,,,gas,6M,RWD,High-Performance,23.0,14.0,5
2023,Ford,new,957.0,truck,7.0,97995,,,V,,,flex-fuel (FFV),10A,AWD,,,,8
2023,Ford,new,957.0,truck,5.0,61617,,,V,,,,10A,AWD,,,,5
2024,Ford,new,955.0,suv,6.0,37940,4.0,2.0,inline,250.0,280.0,gas,8A,AWD,Crossover,28.0,21.0,4
2020,Nissan,used,1511.0,sedan,80171.0,13599,4.0,2.5,inline,188.0,180.0,gas,Continuously Variable,FWD,,39.0,28.0,2
2020,Toyota,used,886.0,suv,36008.0,29289,6.0,3.5,V,295.0,263.0,gas,8A,FWD,Crossover,29.0,21.0,3
2020,Mercedes-Benz,used,1020.0,sedan,37604.0,32498,4.0,2.0,inline,302.0,295.0,gas,7A,AWD,"Luxury,Factory Tuner,High-Performance",29.0,23.0,3
2021,BMW,used,1333.0,coupe,21542.0,35498,6.0,3.0,inline,335.0,368.0,gas,8A,RWD,"Luxury,Factory Tuner,High-Performance",30.0,21.0,3
2014,Mercedes-Benz,used,1030.0,sedan,123700.0,13699,8.0,4.7,V,402.0,443.0,gas,7A,AWD,"Luxury,High-Performance",26.0,17.0,2
1981,Chevrolet,used,1270.0,coupe,56215.0,14997,,,,,,,,,,,,2
2019,Buick,used,1924.0,suv,66172.0,13599,4.0,1.4,inline,138.0,148.0,gas,6A,FWD,Crossover,31.0,26.0,2
2014,BMW,used,1325.0,sedan,103498.0,7389,4.0,2.0,inline,240.0,255.0,gas,8A,RWD,"Luxury,Performance",35.0,23.0,1
2021,Toyota,used,906.0,truck,80597.0,19799,4.0,2.7,inline,159.0,180.0,gas,6A,RWD,,23.0,20.0,2
2020,Hyundai,used,2326.0,crossover,82220.0,12399,4.0,1.6,inline,121.0,113.0,gas,Continuously Variable,FWD,Hatchback,34.0,30.0,1
2015,BMW,used,1320.0,coupe,41478.0,16699,4.0,2.0,inline,240.0,255.0,gas,8A,RWD,"Luxury,Performance",35.0,23.0,2
2012,Jeep,used,1406.0,suv,98870.0,16495,6.0,3.6,V,285.0,260.0,gas,6M,AWD,,21.0,17.0,2
2018,Jeep,used,1406.0,suv,71998.0,21997,6.0,3.6,V,285.0,260.0,gas,6M,AWD,,25.0,17.0,2
2023,Kia,used,1723.0,sedan,23897.0,15990,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,,,2
2014,Subaru,used,1090.0,sedan,81922.0,14899,4.0,2.5,flat,265.0,244.0,gas,5M,AWD,Performance,25.0,19.0,2
2022,Hyundai,used,1066.0,sedan,25650.0,21999,4.0,1.6,inline,180.0,195.0,gas,8A,FWD,,37.0,27.0,2
2019,BMW,used,1322.0,suv,73026.0,29399,6.0,3.0,inline,335.0,330.0,gas,8A,AWD,"Luxury,Crossover,Performance",26.0,20.0,3
2017,Honda,used,856.0,sedan,89952.0,13499,4.0,2.4,inline,189.0,182.0,gas,Continuously Variable,FWD,,34.0,26.0,2
2014,Infiniti,used,2279.0,suv,113174.0,8499,6.0,3.5,V,265.0,248.0,gas,Continuously Variable,FWD,"Luxury,Crossover",26.0,20.0,1
2015,BMW,used,1327.0,suv,62260.0,10498,4.0,2.0,inline,240.0,260.0,gas,8A,AWD,"Luxury,Crossover",32.0,22.0,1
2010,Mitsubishi,used,1808.0,suv,67633.0,6998,4.0,2.4,inline,168.0,167.0,gas,Continuously Variable,FWD,Crossover,27.0,21.0,1
2018,Ram,used,1711.0,truck,96269.0,24299,8.0,5.7,V,395.0,410.0,gas,8A,AWD,Diesel,21.0,15.0,2
2021,Dodge,used,1440.0,coupe,47279.0,19199,6.0,3.6,V,303.0,268.0,gas,8A,RWD,Performance,30.0,19.0,2
2023,Hyundai,used,1064.0,suv,21456.0,21989,4.0,2.5,inline,187.0,178.0,gas,8A,AWD,Crossover,28.0,23.0,2
2016,BMW,used,1333.0,coupe,90508.0,17199,6.0,3.0,inline,320.0,330.0,gas,8A,RWD,"Luxury,Factory Tuner,High-Performance",31.0,20.0,2
2017,BMW,used,1323.0,suv,68937.0,18799,6.0,3.0,inline,300.0,300.0,gas,8A,AWD,"Luxury,Crossover,Performance",26.0,19.0,2
2018,Mercedes-Benz,used,1018.0,sedan,37874.0,20199,4.0,2.0,inline,241.0,273.0,gas,9A,RWD,Luxury,33.0,24.0,2
2022,Nissan,used,1491.0,suv,56208.0,27699,6.0,3.5,V,284.0,259.0,gas,9A,AWD,Crossover,27.0,21.0,3
2022,Chrysler,used,1297.0,minivan,52162.0,22999,6.0,3.6,V,287.0,262.0,gas,9A,FWD,Performance,28.0,19.0,2
2008,Toyota,used,886.0,suv,119151.0,8798,6.0,3.5,V,270.0,248.0,gas,5A,FWD,Crossover,24.0,18.0,1
2018,Land Rover,used,2187.0,suv,96795.0,26699,4.0,2.0,inline,247.0,269.0,gas,8A,AWD,"Luxury,Crossover",27.0,21.0,3
2021,Kia,used,1736.0,suv,43924.0,19999,4.0,2.5,inline,191.0,181.0,gas,8A,FWD,Crossover,29.0,24.0,2
2022,Ford,used,969.0,coupe,33060.0,23399,4.0,2.3,inline,310.0,350.0,gas,6M,RWD,Performance,29.0,21.0,2
2019,Mercedes-Benz,used,2104.0,suv,32295.0,24689,4.0,2.0,inline,241.0,273.0,gas,9A,RWD,"Luxury,Crossover",27.0,22.0,2
2018,Dodge,used,1472.0,sedan,33239.0,55999,8.0,6.2,V,707.0,650.0,gas,8A,RWD,"Factory Tuner,High-Performance",22.0,13.0,5
2017,Tesla,used,2006.0,sedan,37527.0,28799,0.0,,,,,electric,1D,AWD,,,,3
2019,Mercedes-Benz,used,2293.0,sedan,68042.0,18499,4.0,2.0,inline,188.0,221.0,gas,7A,FWD,Luxury,35.0,24.0,2
2021,Infiniti,used,1617.0,sedan,61670.0,21849,6.0,3.0,V,300.0,295.0,gas,7A,RWD,Luxury,29.0,20.0,2
2013,Audi,used,1374.0,coupe,71617.0,17799,4.0,2.0,inline,211.0,258.0,gas,6A,AWD,"Luxury,Performance",31.0,22.0,2
2021,Mercedes-Benz,used,1030.0,sedan,79348.0,31699,4.0,2.0,inline,255.0,273.0,gas,9A,RWD,Luxury,31.0,22.0,3
2021,BMW,used,1335.0,sedan,41245.0,34497,4.0,2.0,inline,288.0,310.0,plug-in hybrid,8A,RWD,"Luxury,Performance",29.0,24.0,3
2020,Alfa Romeo,used,2212.0,crossover,45616.0,22497,4.0,2.0,inline,280.0,306.0,gas,8A,RWD,"Luxury,Crossover,Performance",29.0,22.0,2
2008,Lexus,used,1908.0,suv,177568.0,4899,6.0,3.3,V,268.0,,hybrid,Continuously Variable,AWD,"Luxury,Hybrid,Crossover",24.0,26.0,1
2016,Maserati,used,1758.0,sedan,91059.0,18299,6.0,3.0,V,404.0,406.0,gas,8A,RWD,"Luxury,High-Performance,Exotic",23.0,16.0,2
2010,Infiniti,used,1592.0,crossover,160279.0,4299,6.0,3.5,V,297.0,253.0,gas,5A,RWD,"Luxury,Crossover",24.0,17.0,1
2014,Hyundai,used,1061.0,sedan,85356.0,6499,4.0,1.6,inline,138.0,123.0,gas,,FWD,,,27.0,1
2019,Jeep,used,1415.0,suv,26804.0,25099,6.0,3.6,V,295.0,260.0,gas,8A,RWD,,26.0,19.0,3
2019,Audi,used,1361.0,suv,41109.0,21899,4.0,2.0,inline,248.0,273.0,gas,7A,AWD,"Luxury,Crossover",27.0,22.0,2
2017,Kia,used,1736.0,suv,74256.0,10999,4.0,2.4,inline,185.0,178.0,gas,6A,FWD,Crossover,28.0,21.0,1
2020,Ford,used,975.0,suv,34139.0,19799,4.0,2.0,inline,250.0,275.0,gas,8A,AWD,Crossover,31.0,23.0,2
2020,Ford,used,2252.0,suv,75543.0,28999,6.0,3.5,V,375.0,470.0,gas,10A,RWD,Performance,23.0,17.0,3
2015,Mercedes-Benz,used,1035.0,suv,88844.0,15599,6.0,3.0,V,329.0,354.0,gas,7A,AWD,"Luxury,Crossover,Performance",22.0,18.0,2
2018,Nissan,used,1496.0,suv,38715.0,18995,6.0,3.5,V,260.0,240.0,gas,Continuously Variable,FWD,Crossover,28.0,21.0,2
2014,Lexus,used,1914.0,sedan,91890.0,16999,6.0,2.5,V,204.0,185.0,gas,6A,RWD,Luxury,30.0,21.0,2
2020,Chevrolet,used,1198.0,hatchback,68165.0,8699,4.0,1.4,inline,98.0,94.0,gas,Continuously Variable,FWD,Hatchback,38.0,30.0,1
2018,Mercedes-Benz,used,1018.0,coupe,59564.0,29596,6.0,3.0,V,362.0,384.0,gas,9A,AWD,"Luxury,Factory Tuner,High-Performance",27.0,20.0,3
2023,Chevrolet,used,1248.0,sedan,15343.0,18449,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,35.0,27.0,2
2022,Toyota,used,906.0,truck,47080.0,21299,4.0,2.7,inline,159.0,180.0,gas,6A,RWD,,23.0,20.0,2
2016,Mazda,used,1550.0,suv,95751.0,11199,4.0,2.5,inline,184.0,185.0,gas,6A,AWD,Crossover,30.0,24.0,1
2015,Buick,used,1924.0,suv,29595.0,13499,4.0,1.4,inline,138.0,148.0,gas,6A,AWD,Crossover,30.0,23.0,2
2020,BMW,used,1336.0,sedan,48606.0,37499,6.0,3.0,inline,335.0,330.0,gas,8A,RWD,"Luxury,Performance",29.0,22.0,3
2021,Volkswagen,used,2350.0,suv,54416.0,20499,4.0,2.0,inline,235.0,258.0,gas,8A,AWD,Crossover,24.0,20.0,2
2020,Ford,used,957.0,truck,100898.0,27799,,,V,,,,,AWD,,,,3
2021,Audi,used,2174.0,sedan,37794.0,42989,6.0,3.0,V,349.0,369.0,gas,8A,AWD,"Luxury,Factory Tuner,High-Performance,Hatchback",28.0,20.0,4
2017,Mercedes-Benz,used,2104.0,suv,85912.0,16599,4.0,2.0,inline,241.0,273.0,gas,9A,RWD,"Luxury,Crossover",28.0,22.0,2
2024,Kia,used,1737.0,crossover,4413.0,15999,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,33.0,27.0,2
2020,Audi,used,2052.0,suv,73075.0,19197,4.0,2.0,inline,228.0,258.0,gas,8A,AWD,"Luxury,Crossover",27.0,19.0,2
2017,Chevrolet,used,1279.0,truck,109032.0,18799,6.0,4.3,V,285.0,305.0,flex-fuel (FFV),6A,AWD,Flex Fuel,22.0,17.0,2
2016,BMW,used,1319.0,sedan,71412.0,32799,8.0,4.4,V,560.0,500.0,gas,7A,RWD,"Luxury,Factory Tuner,High-Performance",20.0,14.0,3
2023,Honda,used,856.0,sedan,10022.0,24799,4.0,1.5,inline,192.0,192.0,gas,Continuously Variable,FWD,Performance,37.0,29.0,2
2020,Ram,used,1711.0,truck,74250.0,31999,6.0,3.6,V,305.0,269.0,mild hybrid,8A,AWD,Diesel,24.0,19.0,3
2021,Chevrolet,used,1236.0,coupe,66722.0,22899,4.0,2.0,inline,275.0,295.0,gas,6M,RWD,Performance,29.0,19.0,2
2020,Ram,used,1711.0,truck,34211.0,31899,6.0,3.6,V,305.0,269.0,mild hybrid,8A,AWD,Diesel,24.0,19.0,3
2019,Kia,used,2200.0,sedan,52934.0,28999,6.0,3.3,V,365.0,376.0,gas,8A,,High-Performance,25.0,17.0,3
2018,Ford,used,2325.0,passenger_cargo_van,95338.0,23799,6.0,3.7,V,275.0,260.0,flex-fuel (FFV),6A,RWD,"Flex Fuel,Diesel",,,2
2014,Mercedes-Benz,used,1030.0,coupe,65764.0,13499,6.0,3.5,V,302.0,273.0,gas,7A,RWD,"Luxury,Performance",28.0,20.0,2
2015,Audi,used,1371.0,suv,77304.0,16799,6.0,3.0,V,333.0,325.0,gas,8A,AWD,"Luxury,Crossover",22.0,16.0,2
2017,Buick,used,1922.0,sedan,93051.0,12799,6.0,3.6,V,310.0,282.0,gas,8A,FWD,Performance,31.0,21.0,2
2016,Mercedes-Benz,used,1018.0,sedan,58915.0,14799,4.0,2.0,inline,241.0,273.0,gas,7A,RWD,Luxury,34.0,25.0,2
2018,Audi,used,1357.0,sedan,49577.0,17699,4.0,2.0,inline,186.0,221.0,gas,7A,FWD,Luxury,35.0,26.0,2
2013,Mercedes-Benz,used,1035.0,suv,121439.0,9499,6.0,3.5,V,302.0,273.0,gas,7A,RWD,"Luxury,Crossover",23.0,18.0,1
2015,BMW,used,2046.0,suv,86012.0,16499,4.0,2.0,inline,240.0,260.0,gas,8A,AWD,"Luxury,Crossover",28.0,20.0,2
2021,Kia,used,1737.0,crossover,44814.0,11999,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,,,1
2020,Toyota,used,2366.0,coupe,48164.0,42588,6.0,3.0,inline,335.0,365.0,gas,8A,RWD,High-Performance,31.0,24.0,4
2021,Ford,used,969.0,coupe,12200.0,22599,4.0,2.3,inline,310.0,350.0,gas,6M,RWD,Performance,29.0,21.0,2
2022,Honda,used,2092.0,crossover,55803.0,18499,4.0,1.8,inline,141.0,127.0,gas,Continuously Variable,FWD,Crossover,34.0,28.0,2
2018,Toyota,used,906.0,truck,85848.0,17999,4.0,2.7,inline,159.0,180.0,gas,6A,RWD,,23.0,20.0,2
2018,Mercedes-Benz,used,1030.0,sedan,73748.0,58999,8.0,4.0,V,603.0,627.0,gas,9A,AWD,"Luxury,Factory Tuner,High-Performance",22.0,15.0,5
2018,Honda,used,862.0,hatchback,84098.0,16499,4.0,1.5,inline,180.0,177.0,gas,6M,FWD,"Performance,Hatchback",38.0,29.0,2
2018,Land Rover,used,2090.0,suv,69805.0,14799,4.0,2.0,inline,237.0,251.0,gas,9A,AWD,"Luxury,Crossover",25.0,21.0,2
2019,Chevrolet,used,1238.0,truck,82536.0,13199,4.0,2.5,inline,200.0,191.0,gas,,RWD,Diesel,26.0,20.0,2
2019,Alfa Romeo,used,2180.0,sedan,67689.0,19999,4.0,2.0,inline,280.0,306.0,gas,8A,RWD,"Luxury,Performance",33.0,24.0,2
2019,Lincoln,used,2250.0,suv,38088.0,22499,4.0,2.0,inline,250.0,280.0,gas,8A,AWD,"Luxury,Crossover",25.0,20.0,2
2014,Audi,used,1381.0,coupe,91956.0,11299,4.0,2.0,inline,220.0,258.0,gas,8A,AWD,Luxury,29.0,20.0,1
2014,Maserati,used,1754.0,coupe,75923.0,26899,8.0,4.7,V,454.0,384.0,gas,6A,RWD,,21.0,13.0,3
2021,Lexus,used,1917.0,suv,40818.0,32789,6.0,3.5,V,295.0,268.0,gas,8A,FWD,"Luxury,Crossover",27.0,20.0,3
2020,BMW,used,1325.0,sedan,66806.0,20389,4.0,2.0,inline,255.0,295.0,gas,8A,RWD,"Luxury,Performance",36.0,26.0,2
2011,BMW,used,1325.0,coupe,123179.0,6499,6.0,3.0,inline,300.0,300.0,gas,6M,AWD,"Luxury,Performance",26.0,19.0,1
2020,Acura,used,2060.0,sedan,19838.0,26995,6.0,3.5,V,290.0,267.0,gas,9A,FWD,"Luxury,Performance",30.0,20.0,3
2016,Dodge,used,1472.0,sedan,84203.0,14299,6.0,3.6,V,292.0,260.0,gas,8A,RWD,Performance,31.0,19.0,2
2021,Kia,used,1723.0,sedan,49799.0,12799,4.0,2.0,inline,147.0,132.0,gas,,FWD,,,,2
2023,Toyota,used,883.0,sedan,31972.0,20599,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,2
2015,Lexus,used,2086.0,crossover,91535.0,16499,4.0,2.0,inline,235.0,258.0,gas,6A,AWD,"Luxury,Crossover",28.0,21.0,2
2017,Audi,used,1357.0,sedan,42354.0,14999,4.0,2.0,inline,186.0,221.0,gas,7A,FWD,Luxury,35.0,26.0,2
2014,Audi,used,1364.0,sedan,94518.0,15999,6.0,3.0,V,333.0,325.0,gas,7A,AWD,"Luxury,Factory Tuner,High-Performance",28.0,18.0,2
2019,Maserati,used,2133.0,suv,12909.0,43599,6.0,3.0,V,345.0,369.0,gas,8A,AWD,"Luxury,Crossover,Performance,Exotic",21.0,15.0,4
2018,Mercedes-Benz,used,1018.0,sedan,78560.0,16799,4.0,2.0,inline,241.0,273.0,gas,9A,RWD,Luxury,33.0,24.0,2
2023,Kia,used,1729.0,suv,24588.0,21799,4.0,2.5,inline,187.0,178.0,gas,8A,FWD,Crossover,32.0,25.0,2
2013,Lexus,used,1917.0,suv,181380.0,10299,6.0,3.5,V,270.0,248.0,gas,6A,FWD,"Luxury,Crossover",25.0,18.0,1
2021,Nissan,used,1512.0,sedan,53559.0,14899,4.0,2.0,inline,149.0,146.0,gas,Continuously Variable,FWD,,39.0,29.0,2
2018,Toyota,used,883.0,sedan,57606.0,19799,6.0,3.5,V,301.0,267.0,gas,8A,FWD,High-Performance,32.0,22.0,2
2017,Land Rover,used,1047.0,suv,64600.0,22898,6.0,3.0,V,340.0,332.0,gas,8A,AWD,"Luxury,Crossover",,,2
2019,Honda,used,861.0,suv,92410.0,17799,6.0,3.5,V,280.0,262.0,gas,9A,FWD,"Crossover,Performance",25.0,20.0,2
2016,Nissan,used,1487.0,crossover,99072.0,6299,4.0,2.5,inline,170.0,175.0,gas,Continuously Variable,FWD,Crossover,33.0,26.0,1
2017,Mercedes-Benz,used,2099.0,suv,71570.0,35298,6.0,3.0,V,362.0,384.0,gas,9A,AWD,"Luxury,Factory Tuner,Crossover,Performance",23.0,17.0,3
2012,Mercedes-Benz,used,1014.0,sedan,72651.0,17499,8.0,4.7,V,402.0,443.0,gas,7A,RWD,"Luxury,High-Performance",25.0,17.0,2
2021,Jeep,used,1412.0,suv,65288.0,17499,4.0,2.4,inline,180.0,175.0,gas,9A,AWD,Crossover,30.0,22.0,2
2020,Mercedes-Benz,used,2082.0,suv,41661.0,22199,4.0,2.0,inline,208.0,258.0,gas,7A,FWD,"Luxury,Crossover",34.0,24.0,2
2018,Chevrolet,used,1238.0,truck,55789.0,21999,,,,,,gas,8A,RWD,Diesel,,,2
2023,Alfa Romeo,used,2212.0,crossover,5807.0,38999,4.0,2.0,inline,280.0,306.0,gas,8A,RWD,"Luxury,Crossover",29.0,22.0,4
2021,Jeep,used,1412.0,suv,38098.0,17499,4.0,2.4,inline,180.0,175.0,gas,9A,AWD,Crossover,30.0,22.0,2
2021,Nissan,used,1516.0,sedan,57760.0,13499,4.0,1.6,inline,122.0,114.0,gas,Continuously Variable,FWD,,40.0,32.0,2
2019,Ram,used,2258.0,truck,89756.0,17494,6.0,3.6,V,305.0,269.0,gas,8A,RWD,,25.0,17.0,2
2022,Chevrolet,used,1248.0,sedan,74541.0,15996,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,36.0,29.0,2
2022,Kia,used,1723.0,sedan,49570.0,14899,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,,,2
2018,Volkswagen,used,2066.0,hatchback,99348.0,13399,4.0,2.0,inline,220.0,258.0,gas,6M,FWD,"Performance,Hatchback",33.0,25.0,2
2021,Mazda,used,2381.0,hatchback,63036.0,15899,4.0,2.5,inline,186.0,186.0,gas,6A,FWD,"Performance,Hatchback",34.0,26.0,2
2021,Kia,used,1729.0,suv,47425.0,16995,4.0,2.4,inline,181.0,175.0,gas,6A,FWD,Crossover,30.0,23.0,2
2020,Nissan,used,1491.0,suv,64952.0,17350,6.0,3.5,V,284.0,259.0,gas,Continuously Variable,FWD,Crossover,27.0,20.0,2
2017,Kia,used,1737.0,crossover,76657.0,10999,4.0,1.6,inline,130.0,118.0,gas,,FWD,,30.0,,1
2021,Volkswagen,used,2392.0,sedan,21070.0,21199,4.0,2.0,inline,228.0,258.0,gas,7A,FWD,Performance,35.0,24.0,2
2020,Toyota,used,2119.0,suv,23902.0,33541,4.0,2.5,inline,219.0,,hybrid,Continuously Variable,AWD,"Hybrid,Crossover",38.0,41.0,3
2017,BMW,used,1333.0,coupe,61555.0,17999,4.0,2.0,inline,248.0,258.0,gas,8A,RWD,"Luxury,Performance",35.0,24.0,2
2020,Mazda,used,1550.0,suv,59592.0,18339,4.0,2.5,inline,187.0,186.0,gas,6A,FWD,Crossover,31.0,25.0,2
2020,Jeep,used,1412.0,suv,30232.0,17699,4.0,2.4,inline,180.0,175.0,gas,6A,FWD,Crossover,31.0,22.0,2
2019,Toyota,used,900.0,sedan,47980.0,14999,4.0,1.5,inline,106.0,103.0,gas,,FWD,,,,2
2022,Ram,used,1711.0,truck,14310.0,49499,6.0,3.6,V,305.0,269.0,mild hybrid,8A,AWD,Diesel,24.0,19.0,4
2022,Toyota,used,894.0,truck,31591.0,38129,6.0,3.5,V,389.0,479.0,gas,10A,RWD,,23.0,18.0,4
2019,Chevrolet,used,1248.0,sedan,68292.0,14799,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,36.0,29.0,2
2021,Chevrolet,used,1252.0,suv,31567.0,19305,4.0,1.5,inline,170.0,203.0,gas,6A,AWD,Crossover,30.0,25.0,2
2021,Kia,used,1723.0,sedan,61363.0,15899,4.0,2.0,inline,147.0,132.0,gas,,FWD,,,,2
2020,Toyota,used,878.0,sedan,57362.0,32374,4.0,2.5,inline,215.0,,hybrid,Continuously Variable,FWD,Hybrid,43.0,43.0,3
2021,Alfa Romeo,used,2212.0,crossover,32835.0,23499,4.0,2.0,inline,280.0,306.0,gas,8A,RWD,"Luxury,Crossover,Performance",29.0,22.0,2
2020,Honda,used,862.0,sedan,59651.0,17211,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2017,Toyota,used,2153.0,sedan,32062.0,13709,4.0,1.5,inline,106.0,103.0,gas,,FWD,,,,2
2019,Honda,used,862.0,sedan,57604.0,15520,4.0,2.0,inline,158.0,138.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2021,Honda,used,865.0,suv,45138.0,25999,6.0,3.5,V,280.0,262.0,gas,9A,FWD,Crossover,27.0,20.0,3
2020,Hyundai,used,1066.0,sedan,19472.0,18549,4.0,2.5,inline,191.0,181.0,gas,8A,FWD,,37.0,27.0,2
2021,Chevrolet,used,1238.0,truck,24190.0,22499,4.0,2.5,inline,200.0,191.0,gas,6A,RWD,,25.0,19.0,2
2015,Acura,used,1346.0,suv,103300.0,15239,6.0,3.5,V,290.0,267.0,gas,6A,FWD,"Luxury,Crossover",28.0,20.0,2
2020,Kia,used,1736.0,suv,32478.0,17899,4.0,2.4,inline,185.0,178.0,gas,6A,FWD,Crossover,29.0,22.0,2
2012,Toyota,used,885.0,hatchback,105155.0,9999,4.0,1.8,inline,134.0,105.0,hybrid,Continuously Variable,FWD,"Hybrid,Hatchback",48.0,51.0,1
2020,BMW,used,1335.0,sedan,23377.0,27299,4.0,2.0,inline,248.0,258.0,gas,8A,RWD,Luxury,33.0,25.0,3
2020,Ford,used,961.0,suv,72915.0,28899,6.0,3.0,V,400.0,415.0,gas,10A,AWD,"Crossover,Performance",24.0,18.0,3
2013,Ford,used,969.0,coupe,21677.0,32999,8.0,5.0,V,444.0,380.0,gas,6M,RWD,"Factory Tuner,High-Performance",26.0,15.0,3
2021,Chevrolet,used,1252.0,suv,69199.0,15099,4.0,1.5,inline,170.0,203.0,gas,6A,FWD,Crossover,31.0,26.0,2
2017,Dodge,used,1440.0,coupe,49062.0,35459,8.0,6.4,V,485.0,475.0,gas,6M,RWD,"Factory Tuner,High-Performance",23.0,14.0,3
2016,Buick,used,1924.0,suv,39135.0,12799,4.0,1.4,inline,138.0,148.0,gas,6A,FWD,Crossover,33.0,25.0,2
2020,Mercedes-Benz,used,1018.0,sedan,43926.0,23807,4.0,2.0,inline,255.0,273.0,gas,9A,RWD,"Luxury,Performance",35.0,24.0,2
2019,Jeep,used,1403.0,suv,63678.0,25199,,,,,,,,,,,,3
2017,Dodge,used,1472.0,sedan,66554.0,30799,8.0,6.4,V,485.0,475.0,gas,8A,RWD,High-Performance,25.0,15.0,3
2020,Toyota,used,909.0,sedan,70199.0,15099,4.0,1.8,inline,139.0,126.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2021,Toyota,used,2292.0,sedan,70274.0,17175,4.0,1.8,inline,121.0,105.0,hybrid,Continuously Variable,FWD,Hybrid,52.0,53.0,2
2011,Chevrolet,used,1236.0,coupe,71120.0,18459,8.0,6.2,V,426.0,420.0,gas,6M,RWD,High-Performance,24.0,16.0,2
2018,Toyota,used,883.0,sedan,47782.0,18662,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,,,2
2021,Tesla,used,2357.0,crossover,41975.0,34999,0.0,,,,,electric,1D,AWD,"Luxury,High-Performance,Crossover",,,3
2021,Toyota,used,909.0,sedan,43128.0,16069,4.0,1.8,inline,139.0,126.0,gas,Continuously Variable,FWD,,38.0,30.0,2
2021,Mazda,used,2120.0,crossover,29063.0,17489,4.0,2.0,inline,148.0,146.0,gas,6A,FWD,Crossover,34.0,29.0,2
2022,Chevrolet,used,1248.0,sedan,39378.0,17750,4.0,1.5,inline,160.0,184.0,gas,Continuously Variable,FWD,,36.0,29.0,2
2016,Dodge,used,1472.0,sedan,85989.0,21229,8.0,5.7,V,370.0,395.0,gas,8A,RWD,High-Performance,25.0,16.0,2
2021,Kia,used,1723.0,sedan,31438.0,14899,4.0,2.0,inline,147.0,132.0,gas,,FWD,,,,2
2020,Toyota,used,883.0,sedan,62539.0,17095,4.0,2.5,inline,203.0,184.0,gas,8A,FWD,,39.0,28.0,2
2014,Lexus,used,1914.0,sedan,67645.0,19999,6.0,2.5,V,204.0,185.0,gas,6A,RWD,Luxury,30.0,21.0,2
2020,Hyundai,used,2269.0,suv,12596.0,15999,0.0,,,,,electric (fuel cell),1D,FWD,Crossover,,,2
2020,Chevrolet,used,1252.0,suv,14614.0,19483,4.0,1.5,inline,170.0,203.0,gas,6A,FWD,Crossover,31.0,26.0,2
2019,Toyota,used,2182.0,crossover,38457.0,19110,4.0,2.0,inline,144.0,139.0,gas,Continuously Variable,FWD,Crossover,31.0,27.0,2
2018,Kia,used,1737.0,crossover,97537.0,9114,4.0,1.6,inline,130.0,118.0,gas,,FWD,,30.0,,1
2016,Audi,used,1361.0,suv,65155.0,15338,4.0,2.0,inline,220.0,258.0,gas,8A,AWD,"Luxury,Crossover",28.0,20.0,2
2021,Jeep,used,1408.0,suv,31875.0,20034,4.0,2.4,inline,180.0,171.0,gas,9A,FWD,Crossover,31.0,22.0,2
2021,Volkswagen,used,1657.0,suv,53551.0,16953,4.0,2.0,inline,184.0,221.0,gas,8A,FWD,Crossover,29.0,23.0,2
2020,Kia,used,1720.0,sedan,29558.0,16218,4.0,2.4,inline,185.0,178.0,gas,6A,FWD,,,,2
2018,Nissan,used,1506.0,truck,49996.0,25999,8.0,5.6,V,390.0,394.0,gas,7A,AWD,,,15.0,3
2020,Kia,used,1723.0,sedan,29493.0,15967,4.0,2.0,inline,147.0,132.0,gas,Continuously Variable,FWD,,40.0,29.0,2
2019,Honda,used,860.0,truck,86956.0,20579,6.0,3.5,V,280.0,262.0,gas,6A,FWD,Crossover,26.0,19.0,2
